116.3451567,39.98222947,0,,"116.3451567,39.98222947"
116.3451572,39.9821983,1,,"116.3451572,39.9821983"
116.3451582,39.98216648,2,,"116.3451582,39.98216648"
116.3451591,39.98213498,3,,"116.3451591,39.98213498"
116.3451561,39.98210316,4,,"116.3451561,39.98210316"
116.3451622,39.98206333,5,,"116.3451622,39.98206333"
116.3451582,39.98202783,6,,"116.3451582,39.98202783"
116.3451561,39.98199717,7,,"116.3451561,39.98199717"
116.3451492,39.98197466,8,,"116.3451492,39.98197466"
116.3451557,39.98195666,9,,"116.3451557,39.98195666"
116.3451612,39.98194516,10,,"116.3451612,39.98194516"
116.3451572,39.98193316,11,,"116.3451572,39.98193316"
116.3451571,39.98192266,12,,"116.3451571,39.98192266"
116.3451563,39.9818885,14,,"116.3451563,39.9818885"
116.3451528,39.98187133,15,,"116.3451528,39.98187133"
116.3451583,39.98185683,16,,"116.3451583,39.98185683"
116.3451545,39.98184116,17,,"116.3451545,39.98184116"
116.3451588,39.98182482,18,,"116.3451588,39.98182482"
116.3451533,39.98180933,19,,"116.3451533,39.98180933"
116.3451541,39.98179683,20,,"116.3451541,39.98179683"
116.3451523,39.98178949,21,,"116.3451523,39.98178949"
116.3451565,39.98178149,22,,"116.3451565,39.98178149"
116.3451622,39.98208506,28,,"116.3451622,39.98208506"
116.3451552,39.98210389,29,,"116.3451552,39.98210389"
116.345151,39.98212338,30,,"116.345151,39.98212338"
116.3451492,39.98214104,31,,"116.3451492,39.98214104"
116.3451557,39.98215189,32,,"116.3451557,39.98215189"
116.34516,39.98216323,33,,"116.34516,39.98216323"
116.3451572,39.98217823,34,,"116.3451572,39.98217823"
116.345149,39.98219388,35,,"116.345149,39.98219388"
116.345146,39.98220821,36,,"116.345146,39.98220821"
116.3451463,39.98222454,37,,"116.3451463,39.98222454"
116.3451428,39.98224337,38,,"116.3451428,39.98224337"
116.3451433,39.98225854,39,,"116.3451433,39.98225854"
116.3451445,39.98227137,40,,"116.3451445,39.98227137"
116.3451458,39.98228471,41,,"116.3451458,39.98228471"
116.3451433,39.98229904,42,,"116.3451433,39.98229904"
116.345141,39.98231337,43,,"116.345141,39.98231337"
116.3451423,39.98232887,44,,"116.3451423,39.98232887"
116.3451465,39.98234521,45,,"116.3451465,39.98234521"
116.3451417,39.9823642,46,,"116.3451417,39.9823642"
116.3451407,39.98238304,47,,"116.3451407,39.98238304"
116.3451377,39.9824032,48,,"116.3451377,39.9824032"
116.3451302,39.98242019,49,,"116.3451302,39.98242019"
116.3451245,39.98243718,50,,"116.3451245,39.98243718"
116.3451243,39.98245334,51,,"116.3451243,39.98245334"
116.3451248,39.98247034,52,,"116.3451248,39.98247034"
116.3451238,39.98248501,53,,"116.3451238,39.98248501"
116.3450952,39.98249962,54,,"116.3450952,39.98249962"
116.3450867,39.98251444,55,,"116.3450867,39.98251444"
116.3450871,39.98252561,56,,"116.3450871,39.98252561"
116.3450902,39.98253495,57,,"116.3450902,39.98253495"
116.3450894,39.98254511,58,,"116.3450894,39.98254511"
116.3450824,39.98255693,59,,"116.3450824,39.98255693"
116.3450759,39.98257059,60,,"116.3450759,39.98257059"
116.3450694,39.98258408,61,,"116.3450694,39.98258408"
116.345064,39.98259757,62,,"116.345064,39.98259757"
116.3450578,39.98261072,63,,"116.3450578,39.98261072"
116.3450507,39.98262654,64,,"116.3450507,39.98262654"
116.3450467,39.9826427,65,,"116.3450467,39.9826427"
116.3450401,39.98265886,66,,"116.3450401,39.98265886"
116.3450315,39.98267368,67,,"116.3450315,39.98267368"
116.3450251,39.98268933,68,,"116.3450251,39.98268933"
116.3450213,39.98270583,69,,"116.3450213,39.98270583"
116.3450193,39.98271932,70,,"116.3450193,39.98271932"
116.3450198,39.98273366,71,,"116.3450198,39.98273366"
116.3450198,39.98274949,72,,"116.3450198,39.98274949"
116.3450161,39.98276082,73,,"116.3450161,39.98276082"
116.3450161,39.98277165,74,,"116.3450161,39.98277165"
116.345023,39.9827825,75,,"116.345023,39.9827825"
116.3450333,39.98278702,76,,"116.3450333,39.98278702"
116.3450428,39.98279287,77,,"116.3450428,39.98279287"
116.3450734,39.98279809,78,,"116.3450734,39.98279809"
116.3451113,39.98280867,79,,"116.3451113,39.98280867"
116.3451518,39.98281874,80,,"116.3451518,39.98281874"
116.345184,39.98282064,81,,"116.345184,39.98282064"
116.3452117,39.98281885,82,,"116.3452117,39.98281885"
116.3452359,39.98281973,83,,"116.3452359,39.98281973"
116.3452597,39.98281761,84,,"116.3452597,39.98281761"
116.3452899,39.98281583,85,,"116.3452899,39.98281583"
116.3453091,39.98281404,86,,"116.3453091,39.98281404"
116.3453263,39.9828109,87,,"116.3453263,39.9828109"
116.3453418,39.98280893,88,,"116.3453418,39.98280893"
116.3453418,39.98280893,89,,"116.3453418,39.98280893"
116.3453418,39.98280893,90,,"116.3453418,39.98280893"
116.3453418,39.98280893,91,,"116.3453418,39.98280893"
116.3453418,39.98280893,92,,"116.3453418,39.98280893"
116.3454245,39.98280525,93,,"116.3454245,39.98280525"
116.3454446,39.98280729,94,,"116.3454446,39.98280729"
116.3454668,39.98280933,95,,"116.3454668,39.98280933"
116.3454887,39.9828177,96,,"116.3454887,39.9828177"
116.345507,39.98282057,97,,"116.345507,39.98282057"
116.3455243,39.9828206,98,,"116.3455243,39.9828206"
116.3455438,39.98281797,99,,"116.3455438,39.98281797"
116.3455625,39.98282034,100,,"116.3455625,39.98282034"
116.3455836,39.98281988,101,,"116.3455836,39.98281988"
116.3456086,39.98281509,102,,"116.3456086,39.98281509"
116.3456307,39.98281064,103,,"116.3456307,39.98281064"
116.3456707,39.98280854,104,,"116.3456707,39.98280854"
116.3456911,39.98281108,105,,"116.3456911,39.98281108"
116.345706,39.98282744,106,,"116.345706,39.98282744"
116.3457254,39.98284448,107,,"116.3457254,39.98284448"
116.3457357,39.98283583,108,,"116.3457357,39.98283583"
116.3457431,39.98283218,109,,"116.3457431,39.98283218"
116.3457588,39.98283137,110,,"116.3457588,39.98283137"
116.3457977,39.98283911,111,,"116.3457977,39.98283911"
116.3458191,39.98283782,112,,"116.3458191,39.98283782"
116.3458448,39.98283854,113,,"116.3458448,39.98283854"
116.3458623,39.9828354,114,,"116.3458623,39.9828354"
116.3459063,39.98284698,115,,"116.3459063,39.98284698"
116.3459085,39.98286466,116,,"116.3459085,39.98286466"
116.3459146,39.98286583,117,,"116.3459146,39.98286583"
116.3459333,39.9828607,118,,"116.3459333,39.9828607"
116.3459551,39.98285974,119,,"116.3459551,39.98285974"
116.3459729,39.98286411,120,,"116.3459729,39.98286411"
116.3460082,39.98287284,121,,"116.3460082,39.98287284"
116.3460199,39.98286753,122,,"116.3460199,39.98286753"
116.3460381,39.9828684,123,,"116.3460381,39.9828684"
116.3460528,39.98286676,124,,"116.3460528,39.98286676"
116.3460712,39.98286462,125,,"116.3460712,39.98286462"
116.3460905,39.98286183,126,,"116.3460905,39.98286183"
116.3461044,39.98284819,127,,"116.3461044,39.98284819"
116.3461236,39.98284822,128,,"116.3461236,39.98284822"
116.3461518,39.98285261,129,,"116.3461518,39.98285261"
116.3461734,39.98285531,130,,"116.3461734,39.98285531"
116.3461899,39.98286268,131,,"116.3461899,39.98286268"
116.3462115,39.98286655,132,,"116.3462115,39.98286655"
116.3462337,39.98286543,133,,"116.3462337,39.98286543"
