116.3462564,39.98286547,134,,"116.3462564,39.98286547"
116.3462723,39.982863,135,,"116.3462723,39.982863"
116.3462885,39.98285903,136,,"116.3462885,39.98285903"
116.346303,39.98285456,137,,"116.346303,39.98285456"
116.3463194,39.98286259,138,,"116.3463194,39.98286259"
116.3463362,39.98286645,139,,"116.3463362,39.98286645"
116.3463598,39.98287816,140,,"116.3463598,39.98287816"
116.3463824,39.9828887,141,,"116.3463824,39.9828887"
116.3464021,39.98289141,142,,"116.3464021,39.98289141"
116.3464221,39.98289311,143,,"116.3464221,39.98289311"
116.3464405,39.98289515,144,,"116.3464405,39.98289515"
116.3464604,39.98289468,145,,"116.3464604,39.98289468"
116.3464799,39.98289322,146,,"116.3464799,39.98289322"
116.3465008,39.98289259,147,,"116.3465008,39.98289259"
116.346522,39.9828903,148,,"116.346522,39.9828903"
116.3465425,39.98288817,149,,"116.3465425,39.98288817"
116.3465641,39.98288587,150,,"116.3465641,39.98288587"
116.3465863,39.98288492,151,,"116.3465863,39.98288492"
116.3466084,39.98288529,152,,"116.3466084,39.98288529"
116.3466331,39.98288334,153,,"116.3466331,39.98288334"
116.3466603,39.98288022,154,,"116.3466603,39.98288022"
116.346684,39.98288476,155,,"116.346684,39.98288476"
116.3467096,39.98288348,156,,"116.3467096,39.98288348"
116.3467355,39.98288003,157,,"116.3467355,39.98288003"
116.3467547,39.98287656,158,,"116.3467547,39.98287656"
116.34677,39.98287576,159,,"116.34677,39.98287576"
116.3467839,39.98287462,160,,"116.3467839,39.98287462"
116.3467991,39.98287148,161,,"116.3467991,39.98287148"
116.3468188,39.98286868,162,,"116.3468188,39.98286868"
116.346834,39.98286671,163,,"116.346834,39.98286671"
116.3468492,39.98285757,164,,"116.3468492,39.98285757"
116.3468694,39.98285127,165,,"116.3468694,39.98285127"
116.3468861,39.98285497,166,,"116.3468861,39.98285497"
116.3468995,39.98285933,167,,"116.3468995,39.98285933"
116.3469194,39.9828597,168,,"116.3469194,39.9828597"
116.3469434,39.98285441,169,,"116.3469434,39.98285441"
116.3469643,39.98284745,170,,"116.3469643,39.98284745"
116.346983,39.98284382,171,,"116.346983,39.98284382"
116.3469949,39.98282334,172,,"116.3469949,39.98282334"
116.3470104,39.9828257,173,,"116.3470104,39.9828257"
116.3470285,39.98282707,174,,"116.3470285,39.98282707"
116.3470457,39.9828276,175,,"116.3470457,39.9828276"
116.3470637,39.98282947,176,,"116.3470637,39.98282947"
116.3470832,39.9828325,177,,"116.3470832,39.9828325"
116.3471001,39.98283487,178,,"116.3471001,39.98283487"
116.3471173,39.98283807,179,,"116.3471173,39.98283807"
116.3471427,39.98285111,180,,"116.3471427,39.98285111"
116.3471616,39.98287315,181,,"116.3471616,39.98287315"
116.3471686,39.98287583,182,,"116.3471686,39.98287583"
116.3471773,39.98286418,183,,"116.3471773,39.98286418"
116.3471825,39.98284169,184,,"116.3471825,39.98284169"
116.3471952,39.98281104,185,,"116.3471952,39.98281104"
116.3472005,39.98279405,186,,"116.3472005,39.98279405"
116.3472032,39.98277805,187,,"116.3472032,39.98277805"
116.3472134,39.98276657,188,,"116.3472134,39.98276657"
116.3472212,39.98275392,189,,"116.3472212,39.98275392"
116.3472255,39.98274093,190,,"116.3472255,39.98274093"
116.3472249,39.98272676,191,,"116.3472249,39.98272676"
116.3472234,39.98271242,192,,"116.3472234,39.98271242"
116.3472239,39.98269542,193,,"116.3472239,39.98269542"
116.3472259,39.98268076,194,,"116.3472259,39.98268076"
116.3472219,39.98266108,195,,"116.3472219,39.98266108"
116.3472245,39.98264059,196,,"116.3472245,39.98264059"
116.3472225,39.98261842,197,,"116.3472225,39.98261842"
116.3472235,39.98260009,198,,"116.3472235,39.98260009"
116.3472227,39.98258458,199,,"116.3472227,39.98258458"
116.3472227,39.98256942,200,,"116.3472227,39.98256942"
116.3472244,39.98255642,201,,"116.3472244,39.98255642"
116.3472254,39.98254509,202,,"116.3472254,39.98254509"
116.347224,39.98253575,203,,"116.347224,39.98253575"
116.3472222,39.98252575,204,,"116.3472222,39.98252575"
116.3472217,39.98251941,205,,"116.3472217,39.98251941"
116.3472232,39.98252208,206,,"116.3472232,39.98252208"
116.3472255,39.98251559,207,,"116.3472255,39.98251559"
116.3472207,39.98249658,208,,"116.3472207,39.98249658"
116.3472248,39.98248358,209,,"116.3472248,39.98248358"
116.3472292,39.98247059,210,,"116.3472292,39.98247059"
116.3472347,39.98245793,211,,"116.3472347,39.98245793"
116.3472399,39.98244078,212,,"116.3472399,39.98244078"
116.3472445,39.98241845,213,,"116.3472445,39.98241845"
116.347243,39.98238778,214,,"116.347243,39.98238778"
116.3472536,39.98236513,215,,"116.3472536,39.98236513"
116.3472581,39.98234664,216,,"116.3472581,39.98234664"
116.3472532,39.98233113,217,,"116.3472532,39.98233113"
116.3472551,39.98231263,218,,"116.3472551,39.98231263"
116.3472514,39.98229046,219,,"116.3472514,39.98229046"
116.3472509,39.98226162,220,,"116.3472509,39.98226162"
116.3472576,39.98222947,221,,"116.3472576,39.98222947"
116.3472594,39.9821983,222,,"116.3472594,39.9821983"
116.3472647,39.98216648,223,,"116.3472647,39.98216648"
116.3472691,39.98213498,224,,"116.3472691,39.98213498"
116.3472736,39.98210316,225,,"116.3472736,39.98210316"
116.3472789,39.98206333,226,,"116.3472789,39.98206333"
116.3472804,39.98202783,227,,"116.3472804,39.98202783"
116.3472814,39.98199717,228,,"116.3472814,39.98199717"
116.3472786,39.98197466,229,,"116.3472786,39.98197466"
116.3472784,39.98195666,230,,"116.3472784,39.98195666"
116.3472802,39.98194516,231,,"116.3472802,39.98194516"
116.3472787,39.98193316,232,,"116.3472787,39.98193316"
116.3472797,39.98192266,233,,"116.3472797,39.98192266"
116.3472806,39.98190666,234,,"116.3472806,39.98190666"
116.3472821,39.9818885,235,,"116.3472821,39.9818885"
116.3472819,39.98187133,236,,"116.3472819,39.98187133"
116.3472836,39.98185683,237,,"116.3472836,39.98185683"
116.3472807,39.98184116,238,,"116.3472807,39.98184116"
116.3472769,39.98182482,239,,"116.3472769,39.98182482"
116.3472807,39.98180933,240,,"116.3472807,39.98180933"
116.3472842,39.98179683,241,,"116.3472842,39.98179683"
116.3472822,39.98178949,242,,"116.3472822,39.98178949"
116.3472809,39.98178149,243,,"116.3472809,39.98178149"
