$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
$GPGGA,100737,3958.91756,N,11620.53885,E,1,34,,34.663,M,,M,,*4F
